client_id,client_name,client_type,sector,sector_risk,country,pep_flag,sanctions_flag,fatf_country_flag,ofac_country_flag,sectoral_sanctions_flag,ownership_opacity_score,total_transactions,total_amount,avg_amount,ofac_matches,fatf_txn_flags,structuring_flags,rapid_movement_flags,trade_mispricing_flags,unique_counterparty_countries,client_country,composite_risk_score,risk_tier,kyc_risk_flag,sector_risk_enc,risk_score,risk_level,recommended_action
1153,Wagner-Huang,Financial Institution,Financial Services,Medium,NL,0,0,0,0,1,0.0,27,49070.33,1817.4196296296295,0,0,1,2,0,12,NL,3.0,Medium,0,1,0.0022599364,Low Risk,No action required
1154,Moore-Aguilar,Individual,Energy/Oil,High,VE,0,0,0,1,1,0.0,34,221948.49,6527.896764705882,2,1,0,1,0,13,VE,7.5,High,1,2,0.9983713,Critical,Compliance team intervention
1155,Mclaughlin-Keith,Financial Institution,Real Estate,Medium,VE,0,0,0,1,0,0.0,24,57312.67,2388.0279166666664,0,0,0,2,0,13,VE,2.0,Low,0,1,0.0071688,Low Risk,No action required
1156,Mendez-Sanchez,Corporate,Import/Export,Medium,SG,0,0,0,0,0,0.5,30,45987.59,1532.9196666666664,1,0,0,1,0,13,SG,7.0,High,1,1,0.99891627,Critical,Compliance team intervention
1157,Moore Ltd,NGO,Financial Services,Medium,VE,0,0,0,1,1,0.0,21,55212.33,2629.158571428572,0,0,0,0,0,12,VE,3.5,Medium,0,1,0.0075996527,Low Risk,No action required
1158,Quinn PLC,Individual,Defense/Arms,High,CH,1,0,0,0,1,0.0,20,50896.45,2544.8225,0,0,0,3,0,10,CH,4.5,Medium,1,2,0.94664913,Critical,Compliance team intervention
1159,"Rodriguez, Murray and Zuniga",NGO,Retail,Low,DE,0,0,0,0,0,0.0,20,52994.49,2649.7245,0,0,0,1,0,9,DE,0.0,Low,0,0,0.0023986697,Low Risk,No action required
1160,"Buchanan, Hicks and Hodge",Corporate,Retail,Low,US,1,0,0,0,0,0.0,31,335752.81,10830.735806451612,0,0,0,1,0,13,US,3.0,Medium,1,0,0.99653745,Critical,Compliance team intervention
1161,Nicholson-Harris,Financial Institution,Financial Services,Medium,IR,1,0,1,1,1,0.0,28,159104.6,5682.307142857143,1,0,1,0,0,13,IR,12.0,Critical,1,1,0.9996551,Critical,Compliance team intervention
1162,Sanchez-Luna,Financial Institution,Real Estate,Medium,SY,0,0,0,1,0,0.0,28,55816.94,1993.462142857143,0,0,0,0,0,10,SY,2.0,Low,0,1,0.0049814,Low Risk,No action required
1163,Marshall PLC,NGO,NGO/Charity,High,IR,0,0,1,1,0,0.0,24,75768.54,3157.0225,0,0,0,1,0,11,IR,4.0,Medium,1,2,0.99398994,Critical,Compliance team intervention
1164,Hill Inc,NGO,Energy/Oil,High,FR,0,0,0,0,1,0.0,29,157347.69,5425.782413793104,1,0,0,4,0,13,FR,3.5,Medium,1,2,0.99767417,Critical,Compliance team intervention
1165,"Rangel, Taylor and Gomez",Corporate,Defense/Arms,High,VE,0,0,0,1,1,1.0,25,145380.42,5815.2168,0,0,0,0,0,11,VE,13.5,Critical,1,2,0.99667645,Critical,Compliance team intervention
1166,"Townsend, Stone and Buchanan",NGO,Retail,Low,SY,0,0,0,1,0,0.0,31,41752.07,1346.8409677419354,2,1,0,1,0,15,SY,6.0,High,1,0,0.99855214,Critical,Compliance team intervention
1167,"Garcia, Willis and Johns",NGO,Consulting,Low,US,0,0,0,0,0,0.0,15,33335.17,2222.3446666666664,1,1,0,1,0,7,US,2.0,Low,1,0,0.99769294,Critical,Compliance team intervention
1168,Brown Group,NGO,Energy/Oil,High,JP,0,0,0,0,1,0.0,24,54158.67,2256.61125,0,0,0,0,0,12,JP,1.5,Low,0,2,0.0014444737,Low Risk,No action required
1169,"Rodriguez, Nunez and Wood",Corporate,Import/Export,Medium,CH,0,0,0,0,0,0.0,26,33165.24,1275.5861538461538,0,0,0,1,0,12,CH,0.0,Low,0,1,0.002899206,Low Risk,No action required
1170,Olson LLC,Individual,Consulting,Low,SG,0,0,0,0,0,0.0,15,17823.94,1188.2626666666663,0,0,0,0,0,12,SG,0.0,Low,0,0,0.0020479846,Low Risk,No action required
1171,"Rodriguez, Castillo and Velazquez",NGO,Real Estate,Medium,CH,0,0,0,0,0,1.0,27,39269.52,1454.4266666666665,1,0,0,1,0,11,CH,12.0,Critical,1,1,0.9983021,Critical,Compliance team intervention
1172,Weeks Ltd,NGO,Import/Export,Medium,KP,0,0,1,1,0,0.0,27,56566.31,2095.0485185185184,1,0,0,2,0,13,KP,6.0,High,1,1,0.99840444,Critical,Compliance team intervention
1173,Ryan LLC,Financial Institution,Tech,Low,DE,0,0,0,0,0,0.0,18,45253.23,2514.0683333333336,0,0,0,0,0,12,DE,0.0,Low,0,0,0.002857042,Low Risk,No action required
1174,Mack and Sons,Corporate,Defense/Arms,High,UK,0,0,0,0,1,0.0,22,95072.92,4321.496363636364,0,0,0,1,0,12,UK,1.5,Low,0,2,0.0035849921,Low Risk,No action required
1175,"Harper, Jordan and Bryant",Individual,Tech,Low,KP,0,0,1,1,0,0.0,28,53411.16,1907.5414285714287,1,1,0,1,0,13,KP,6.0,High,1,0,0.9985964,Critical,Compliance team intervention
1176,Miller PLC,NGO,Consulting,Low,CA,0,0,0,0,0,1.0,28,44447.45,1587.4089285714283,3,2,0,2,0,13,CA,16.0,Critical,1,0,0.99876535,Critical,Compliance team intervention
1177,James-Morris,Individual,Defense/Arms,High,JP,0,0,0,0,1,0.0,30,112257.56,3741.9186666666665,0,0,0,2,0,12,JP,1.5,Low,0,2,0.00209315,Low Risk,No action required
1178,Tate-Wise,Individual,Casino/Gambling,High,US,0,0,0,0,0,0.0,18,33509.36,1861.631111111111,0,0,0,0,0,11,US,0.0,Low,0,2,0.0025820534,Low Risk,No action required
1179,"Thomas, Flores and Hansen",Individual,NGO/Charity,High,SY,0,0,0,1,0,0.0,33,477127.47,14458.40818181818,1,1,1,2,0,14,SY,5.5,High,1,2,0.9985045,Critical,Compliance team intervention
1180,"Garcia, Fernandez and Kirby",NGO,Casino/Gambling,High,FR,0,0,0,0,0,0.0,24,148946.36,6206.098333333332,0,0,0,0,0,11,FR,0.0,Low,0,2,0.0038762765,Low Risk,No action required
1181,Zamora PLC,Corporate,Import/Export,Medium,IR,0,0,1,1,0,1.0,26,52539.49,2020.7496153846157,0,0,1,0,0,12,IR,15.5,Critical,1,1,0.99709594,Critical,Compliance team intervention
1182,King-Marshall,NGO,Crypto Exchange,High,NL,0,0,0,0,0,0.5,23,229197.19,9965.095217391305,0,0,0,0,0,10,NL,5.0,Medium,1,2,0.99534756,Critical,Compliance team intervention
1183,"Rowe, Williams and Gonzalez",Financial Institution,Real Estate,Medium,AU,0,0,0,0,0,0.0,23,42169.94,1833.4756521739127,0,0,0,0,0,12,AU,0.0,Low,0,1,0.0021897785,Low Risk,No action required
1184,"Nunez, Pearson and Powell",NGO,Tech,Low,US,0,0,0,0,0,0.0,29,47460.82,1636.58,0,0,0,1,0,10,US,0.0,Low,0,0,0.0019899749,Low Risk,No action required
1185,Griffith and Sons,NGO,Energy/Oil,High,DE,0,0,0,0,1,0.0,18,55261.73,3070.0961111111114,0,0,0,0,0,8,DE,1.5,Low,0,2,0.0027728043,Low Risk,No action required
1186,"Walker, Davis and Flynn",Individual,Consulting,Low,IN,0,1,0,0,0,0.0,25,103886.91,4155.4764000000005,17,6,2,1,0,8,IN,40.0,Critical,1,0,0.9990288,Critical,Compliance team intervention
1187,Miller Ltd,Corporate,Crypto Exchange,High,DE,0,0,0,0,0,0.0,29,311249.85,10732.753448275862,0,0,0,2,0,12,DE,0.0,Low,0,2,0.0034177254,Low Risk,No action required
1188,"Dunn, Webb and Williams",NGO,Tech,Low,FR,0,0,0,0,0,0.5,26,54909.02,2111.8853846153843,0,0,0,2,0,12,FR,5.0,Medium,1,0,0.9957321,Critical,Compliance team intervention
1189,"Carter, Olson and Phillips",NGO,Financial Services,Medium,SY,0,0,0,1,1,0.5,25,43782.18,1751.2872,0,0,1,1,0,12,SY,10.0,High,1,1,0.99702865,Critical,Compliance team intervention
1190,Donaldson-Richardson,Corporate,Crypto Exchange,High,UK,0,0,0,0,0,0.0,20,314488.33,15724.4165,0,0,0,3,0,11,UK,0.0,Low,0,2,0.0045996523,Low Risk,No action required
1191,"Lindsey, Hartman and Reynolds",Corporate,Retail,Low,DE,0,0,0,0,0,0.0,27,65250.71,2416.692962962963,0,0,0,0,0,12,DE,0.0,Low,0,0,0.0024965983,Low Risk,No action required
1192,"Washington, Bennett and Weiss",Corporate,Casino/Gambling,High,CN,0,0,0,0,0,0.0,27,177758.81,6583.659629629629,1,0,0,0,0,12,CN,2.0,Low,1,2,0.99745756,Critical,Compliance team intervention
1193,"Villanueva, Gordon and Lewis",Individual,Crypto Exchange,High,DE,0,0,0,0,0,0.0,25,89187.89,3567.5156,0,0,0,2,0,11,DE,0.0,Low,0,2,0.003485388,Low Risk,No action required
1194,"Chavez, Davis and Leach",NGO,Tech,Low,LB,0,0,0,0,0,0.0,25,54532.69,2181.3076,0,0,1,1,0,11,LB,1.5,Low,0,0,0.003301845,Low Risk,No action required
1195,"Barnes, Rivers and White",Corporate,Casino/Gambling,High,SD,0,0,0,1,0,0.0,21,106723.88,5082.089523809524,1,1,0,0,0,13,SD,4.0,Medium,1,2,0.9985831,Critical,Compliance team intervention
1196,Woods-Noble,NGO,Tech,Low,FR,0,0,0,0,0,0.0,33,66362.48,2010.9842424242424,1,1,0,0,0,14,FR,2.0,Low,1,0,0.99800867,Critical,Compliance team intervention
1197,Cook PLC,Individual,Retail,Low,NL,0,0,0,0,0,0.0,24,42392.42,1766.3508333333332,1,1,0,0,0,13,NL,2.0,Low,1,0,0.99812335,Critical,Compliance team intervention
1198,"Foster, Hardy and Thomas",NGO,Defense/Arms,High,JP,0,0,0,0,1,0.0,34,111548.45,3280.836764705882,0,0,0,2,0,11,JP,1.5,Low,0,2,0.0020968115,Low Risk,No action required
1199,"Taylor, Hines and Roy",Corporate,Financial Services,Medium,US,0,0,0,0,1,0.0,21,49813.4,2372.0666666666666,0,0,0,2,0,10,US,1.5,Low,0,1,0.0022954883,Low Risk,No action required
1200,"Mitchell, Thomas and Williams",Individual,Energy/Oil,High,CA,0,0,0,0,1,0.0,27,242491.55,8981.168518518518,1,1,0,1,0,13,CA,3.5,Medium,1,2,0.9981041,Critical,Compliance team intervention
1201,"Simmons, Petersen and Henry",NGO,Consulting,Low,DE,0,0,0,0,0,0.5,25,47818.53,1912.7412,1,1,0,3,0,13,DE,7.0,High,1,0,0.9988619,Critical,Compliance team intervention
1202,Gibson-Delacruz,Corporate,Consulting,Low,CH,0,0,0,0,0,1.0,21,33203.16,1581.102857142857,1,0,0,3,0,11,CH,12.0,Critical,1,0,0.9979259,Critical,Compliance team intervention
1203,Miller-Gomez,Financial Institution,Crypto Exchange,High,NL,0,0,0,0,0,0.0,23,106653.08,4637.090434782609,0,0,0,0,0,12,NL,0.0,Low,0,2,0.0035025494,Low Risk,No action required
1204,"Wright, Smith and Phelps",Financial Institution,Crypto Exchange,High,CN,0,0,0,0,0,0.0,27,185747.41,6879.533703703703,0,0,0,1,0,13,CN,0.0,Low,0,2,0.004418699,Low Risk,No action required
1205,"West, Anderson and Carter",NGO,Import/Export,Medium,LB,0,0,0,0,0,0.0,30,74231.31,2474.377,0,0,0,1,0,13,LB,0.0,Low,0,1,0.0033585536,Low Risk,No action required
1206,Campbell PLC,Corporate,Casino/Gambling,High,JP,0,1,0,0,0,0.0,30,112529.76,3750.992,23,5,0,0,0,8,JP,49.0,Critical,1,2,0.9973667,Critical,Compliance team intervention
1207,Fox-Smith,Corporate,Energy/Oil,High,NL,0,0,0,0,1,0.0,30,234061.09,7802.036333333333,0,0,1,0,0,12,NL,3.0,Medium,0,2,0.003171763,Low Risk,No action required
1208,Olson-Tucker,Corporate,Import/Export,Medium,NL,0,0,0,0,0,0.5,26,48291.47,1857.3642307692307,0,0,0,1,0,11,NL,5.0,Medium,1,1,0.9951331,Critical,Compliance team intervention
1209,Oneill PLC,Corporate,Defense/Arms,High,AE,0,0,0,0,1,0.5,22,67313.34,3059.697272727273,0,0,0,2,0,11,AE,6.5,High,1,2,0.99522156,Critical,Compliance team intervention
1210,Henderson-Rush,NGO,Crypto Exchange,High,IN,0,0,0,0,0,1.0,28,114769.82,4098.922142857143,0,0,0,1,0,13,IN,10.0,High,1,2,0.99548364,Critical,Compliance team intervention
1211,"Jennings, Vazquez and Terry",Individual,Consulting,Low,AU,0,0,0,0,0,0.0,26,54601.04,2100.04,1,0,0,2,0,12,AU,2.0,Low,1,0,0.9980387,Critical,Compliance team intervention
1212,"Brown, Mathews and Craig",Financial Institution,Real Estate,Medium,AU,0,0,0,0,0,0.0,23,68129.89,2962.169130434783,1,1,0,1,0,13,AU,2.0,Low,1,1,0.99903774,Critical,Compliance team intervention
1213,Williams-Gilmore,Individual,Financial Services,Medium,SD,0,0,0,1,1,0.0,18,38498.99,2138.8327777777777,0,0,0,0,0,10,SD,3.5,Medium,0,1,0.0062610907,Low Risk,No action required
1214,Hickman Ltd,Corporate,Casino/Gambling,High,SG,0,0,0,0,0,0.0,29,160429.52,5532.052413793103,0,0,1,1,0,13,SG,1.5,Low,0,2,0.0028775446,Low Risk,No action required
1215,"Barton, Davis and Turner",Financial Institution,Real Estate,Medium,LB,0,1,0,0,0,0.0,23,108224.37,4705.407391304348,17,5,0,3,0,7,LB,37.0,Critical,1,1,0.9988226,Critical,Compliance team intervention
1216,"Jackson, Smith and Riddle",Individual,NGO/Charity,High,CN,0,1,0,0,0,0.0,26,194609.68,7484.987692307692,22,8,0,1,0,8,CN,47.0,Critical,1,2,0.9975656,Critical,Compliance team intervention
1217,Welch-Wells,NGO,Energy/Oil,High,CA,0,0,0,0,1,0.5,23,87736.62,3814.635652173913,0,0,0,0,0,12,CA,6.5,High,1,2,0.99558616,Critical,Compliance team intervention
1218,"Hurst, Watts and Reynolds",NGO,Tech,Low,LB,1,0,0,0,0,0.0,19,65448.95,3444.6815789473685,0,0,0,1,0,11,LB,3.0,Medium,1,0,0.9873819,Critical,Compliance team intervention
1219,"Thomas, Clayton and Mitchell",NGO,Consulting,Low,SY,0,1,0,1,0,1.0,21,63648.32,3030.872380952381,16,2,0,1,0,7,SY,47.0,Critical,1,0,0.999173,Critical,Compliance team intervention
1220,Harris LLC,NGO,Retail,Low,FR,0,0,0,0,0,0.0,21,28582.34,1361.0638095238096,0,0,0,0,0,8,FR,0.0,Low,0,0,0.0015806645,Low Risk,No action required
1221,Williams Group,Financial Institution,Tech,Low,CN,0,0,0,0,0,0.0,20,41893.93,2094.6965,0,0,0,0,0,9,CN,0.0,Low,0,0,0.0019442479,Low Risk,No action required
1222,Norton and Sons,Individual,Tech,Low,AE,0,1,0,0,0,0.0,23,263369.73,11450.857826086956,17,7,0,1,0,8,AE,37.0,Critical,1,0,0.99956876,Critical,Compliance team intervention
1223,"Meyer, King and Sanders",Corporate,Tech,Low,IN,0,0,0,0,0,0.5,31,65654.1,2117.874193548387,2,2,0,4,0,13,IN,9.0,High,1,0,0.99872607,Critical,Compliance team intervention
1224,"Dawson, Bell and Richards",Individual,Crypto Exchange,High,SY,0,0,0,1,0,0.0,27,301528.61,11167.726296296296,0,0,0,2,0,11,SY,2.0,Low,0,2,0.006795916,Low Risk,No action required
1225,Smith Inc,Individual,Defense/Arms,High,CN,0,0,0,0,1,0.0,22,114233.62,5192.437272727272,0,0,1,2,0,10,CN,3.0,Medium,0,2,0.0025094242,Low Risk,No action required
1226,"Underwood, Mcdaniel and Diaz",Corporate,Retail,Low,SD,0,0,0,1,0,0.0,15,52087.83,3472.522,0,0,0,2,0,9,SD,2.0,Low,0,0,0.010176759,Low Risk,No action required
1227,Delgado LLC,NGO,Casino/Gambling,High,SD,0,0,0,1,0,1.0,28,213181.43,7613.622499999999,1,0,0,1,0,14,SD,14.0,Critical,1,2,0.99887484,Critical,Compliance team intervention
1228,"Smith, Silva and Garcia",Individual,Casino/Gambling,High,SD,0,0,0,1,0,0.0,22,112372.7,5107.849999999999,1,1,0,0,0,13,SD,4.0,Medium,1,2,0.9986242,Critical,Compliance team intervention
1229,"Ellis, Brown and Haynes",Financial Institution,Financial Services,Medium,JP,0,0,0,0,1,0.0,24,40281.33,1678.38875,1,0,0,1,0,11,JP,3.5,Medium,1,1,0.9972657,Critical,Compliance team intervention
1230,Rivera-Fitzgerald,Corporate,Defense/Arms,High,CA,0,0,0,0,1,0.0,21,127015.73,6048.368095238095,1,1,1,1,0,12,CA,5.0,Medium,1,2,0.9976508,Critical,Compliance team intervention
1231,Deleon-Welch,Individual,Casino/Gambling,High,DE,0,0,0,0,0,0.0,26,143194.12,5507.466153846153,1,0,0,0,0,13,DE,2.0,Low,1,2,0.9980386,Critical,Compliance team intervention
1232,Coleman and Sons,Corporate,NGO/Charity,High,SY,0,0,0,1,0,0.0,17,129945.09,7643.828823529411,0,0,1,0,0,8,SY,3.5,Medium,0,2,0.00870926,Low Risk,No action required
1233,Harris-Carey,Financial Institution,Defense/Arms,High,DE,0,0,0,0,1,0.0,25,119203.17,4768.1268,0,0,0,1,0,11,DE,1.5,Low,0,2,0.0026590242,Low Risk,No action required
1234,Martin-Martin,Corporate,Consulting,Low,CA,0,0,0,0,0,0.0,29,54937.87,1894.409310344828,0,0,0,3,0,12,CA,0.0,Low,0,0,0.00202529,Low Risk,No action required
1235,Dougherty LLC,Financial Institution,Defense/Arms,High,SY,0,0,0,1,1,0.0,30,211764.97,7058.832333333334,0,0,1,0,0,14,SY,5.0,Medium,0,2,0.00863345,Low Risk,No action required
1236,"Aguirre, Gonzalez and Williams",Financial Institution,Tech,Low,AU,0,0,0,0,0,0.0,31,63908.45,2061.562903225806,0,0,0,1,0,11,AU,0.0,Low,0,0,0.0023713796,Low Risk,No action required
1237,Galvan PLC,Financial Institution,Retail,Low,JP,0,0,0,0,0,0.0,29,46700.93,1610.3768965517245,1,0,0,0,0,14,JP,2.0,Low,1,0,0.99810153,Critical,Compliance team intervention
1238,Rodriguez-Gilbert,Individual,Real Estate,Medium,SD,0,0,0,1,0,0.0,20,44657.83,2232.8915,0,0,0,2,0,10,SD,2.0,Low,0,1,0.0054051797,Low Risk,No action required
1239,Nguyen PLC,NGO,Consulting,Low,AF,0,0,0,0,0,0.5,27,72191.12,2673.745185185185,1,1,0,0,0,14,AF,7.0,High,1,0,0.99882704,Critical,Compliance team intervention
1240,Fry-Williams,Individual,Tech,Low,VE,1,0,0,1,0,0.0,22,100626.28,4573.921818181818,0,0,1,0,0,12,VE,6.5,High,1,0,0.99209034,Critical,Compliance team intervention
1241,"Garcia, Beard and Hamilton",Corporate,Financial Services,Medium,AU,0,0,0,0,1,0.5,21,30074.23,1432.1061904761905,0,0,0,0,0,9,AU,6.5,High,1,1,0.99252933,Critical,Compliance team intervention
1242,Torres LLC,Financial Institution,Financial Services,Medium,UK,0,0,0,0,1,0.0,27,41437.9,1534.737037037037,0,0,0,1,0,11,UK,1.5,Low,0,1,0.0020749487,Low Risk,No action required
1243,Ford-Reese,Financial Institution,Import/Export,Medium,DE,1,0,0,0,0,0.0,29,174265.06,6009.14,0,0,1,1,1,12,DE,4.5,Medium,1,1,0.9961106,Critical,Compliance team intervention
1244,Cowan-Smith,Individual,Financial Services,Medium,AF,0,0,0,0,1,0.0,30,70226.85,2340.895,0,0,0,2,0,11,AF,1.5,Low,0,1,0.0021542637,Low Risk,No action required
1245,Camacho Group,Financial Institution,NGO/Charity,High,CA,0,0,0,0,0,0.0,35,493986.81,14113.908857142857,0,0,1,1,0,11,CA,1.5,Low,0,2,0.003187963,Low Risk,No action required
1246,Chavez Inc,Corporate,Energy/Oil,High,AE,0,0,0,0,1,0.0,33,193042.7,5849.7787878787885,1,0,1,0,0,14,AE,5.0,Medium,1,2,0.9979693,Critical,Compliance team intervention
1247,"Best, Kent and Walker",Individual,Consulting,Low,IN,0,0,0,0,0,0.0,29,71909.95,2479.653448275862,1,1,1,4,0,12,IN,3.5,Medium,1,0,0.99786025,Critical,Compliance team intervention
1248,Thomas-Moore,NGO,Defense/Arms,High,NL,0,0,0,0,1,0.0,20,81240.22,4062.011,0,0,0,3,0,11,NL,1.5,Low,0,2,0.003177997,Low Risk,No action required
1249,Nichols-Allison,Corporate,Consulting,Low,SY,0,0,0,1,0,1.0,21,37335.77,1777.8938095238093,1,1,0,1,0,10,SY,14.0,Critical,1,0,0.99820805,Critical,Compliance team intervention
1250,"Williamson, Torres and Cole",Individual,Casino/Gambling,High,AF,0,0,0,0,0,0.0,21,321869.55,15327.121428571429,0,0,0,2,0,11,AF,0.0,Low,0,2,0.0044247448,Low Risk,No action required
1251,Erickson-Cervantes,Individual,Tech,Low,RU,0,0,0,1,0,0.0,23,33809.66,1469.9852173913046,0,0,0,1,0,11,RU,2.0,Low,0,0,0.0051456834,Low Risk,No action required
1252,"Hughes, Nelson and Gibson",NGO,Real Estate,Medium,AE,0,0,0,0,0,0.5,32,49505.78,1547.055625,0,0,0,1,0,11,AE,5.0,Medium,1,1,0.99388784,Critical,Compliance team intervention
1253,Valdez PLC,Financial Institution,Defense/Arms,High,UK,0,0,0,0,1,0.0,26,76652.89,2948.188076923077,0,0,0,1,0,11,UK,1.5,Low,0,2,0.002970555,Low Risk,No action required
1254,Simmons Inc,NGO,Energy/Oil,High,RU,0,0,0,1,1,1.0,23,137471.6,5977.026086956522,1,0,0,2,0,13,RU,15.5,Critical,1,2,0.99899846,Critical,Compliance team intervention
1255,"Smith, Williams and Anderson",Corporate,Defense/Arms,High,DE,0,0,0,0,1,1.0,26,148455.83,5709.839615384615,0,0,0,0,0,11,DE,11.5,Critical,1,2,0.9948026,Critical,Compliance team intervention
1256,Wright-Alvarez,NGO,Retail,Low,SG,0,0,0,0,0,0.0,28,50842.82,1815.815,1,1,0,4,0,13,SG,2.0,Low,1,0,0.9980446,Critical,Compliance team intervention
1257,Graham Inc,Individual,Energy/Oil,High,KP,0,0,1,1,1,0.0,22,112381.34,5108.242727272727,0,0,0,0,0,10,KP,5.5,High,1,2,0.99028134,Critical,Compliance team intervention
1258,Vaughn-King,Financial Institution,Retail,Low,RU,0,0,0,1,0,0.0,20,36740.12,1837.006,0,0,0,1,0,9,RU,2.0,Low,0,0,0.004484679,Low Risk,No action required
1259,Carr-Mcdaniel,NGO,Defense/Arms,High,AU,0,0,0,0,1,0.0,20,80286.94,4014.347,1,0,1,2,0,11,AU,5.0,Medium,1,2,0.9981522,Critical,Compliance team intervention
1260,Gregory-Moore,Corporate,Tech,Low,DE,0,0,0,0,0,0.5,26,39094.69,1503.6419230769231,0,0,0,3,0,15,DE,5.0,Medium,1,0,0.9964581,Critical,Compliance team intervention
1261,Brown Inc,Corporate,Real Estate,Medium,CA,1,0,0,0,0,0.0,24,98203.56,4091.815,0,0,0,3,0,11,CA,3.0,Medium,1,1,0.9873102,Critical,Compliance team intervention
1262,"Wagner, Gonzales and Becker",NGO,Retail,Low,IN,1,0,0,0,0,0.0,21,90925.4,4329.780952380952,0,0,0,1,0,9,IN,3.0,Medium,1,0,0.9861952,Critical,Compliance team intervention
1263,"Martin, Davis and Thompson",Financial Institution,Tech,Low,RU,0,0,0,1,0,0.0,31,42989.52,1386.7587096774196,0,0,0,1,0,13,RU,2.0,Low,0,0,0.0074369423,Low Risk,No action required
1264,"Acosta, Avery and Robertson",NGO,Defense/Arms,High,JP,0,0,0,0,1,0.0,23,118128.51,5136.022173913043,1,1,0,1,0,13,JP,3.5,Medium,1,2,0.9981383,Critical,Compliance team intervention
1265,"Stevenson, Lee and Ward",Individual,Import/Export,Medium,SD,0,0,0,1,0,0.0,26,59256.99,2279.115,1,0,0,3,0,13,SD,4.0,Medium,1,1,0.99847084,Critical,Compliance team intervention
1266,Rose-Coleman,Individual,Crypto Exchange,High,SY,0,0,0,1,0,0.0,22,123638.65,5619.938636363636,0,0,0,2,0,10,SY,2.0,Low,0,2,0.006321199,Low Risk,No action required
1267,Maddox PLC,Individual,Retail,Low,JP,0,0,0,0,0,0.0,27,63317.91,2345.1077777777778,2,0,0,0,0,13,JP,4.0,Medium,1,0,0.998086,Critical,Compliance team intervention
1268,Cox-Gutierrez,Financial Institution,Tech,Low,CA,0,0,0,0,0,0.0,27,64215.73,2378.3603703703707,0,0,0,1,0,10,CA,0.0,Low,0,0,0.0025978335,Low Risk,No action required
1269,Fields Ltd,Financial Institution,Retail,Low,RU,0,0,0,1,0,0.0,30,48696.38,1623.2126666666666,1,0,1,3,0,11,RU,5.5,High,1,0,0.9976301,Critical,Compliance team intervention
1270,"Murphy, Green and Herrera",NGO,Real Estate,Medium,SY,0,0,0,1,0,1.0,28,46216.53,1650.590357142857,0,0,0,2,0,11,SY,12.0,Critical,1,1,0.9954007,Critical,Compliance team intervention
1271,Estrada-Salinas,Financial Institution,Crypto Exchange,High,US,0,0,0,0,0,0.0,24,118880.13,4953.33875,1,0,0,1,0,13,US,2.0,Low,1,2,0.99755776,Critical,Compliance team intervention
1272,Cox-James,Corporate,Import/Export,Medium,CA,0,0,0,0,0,0.0,21,41572.26,1979.6314285714288,0,0,0,0,0,11,CA,0.0,Low,0,1,0.0023063505,Low Risk,No action required
1273,"Romero, Velasquez and Hill",Corporate,Consulting,Low,AU,0,0,0,0,0,0.0,22,42501.16,1931.8709090909088,0,0,0,1,0,12,AU,0.0,Low,0,0,0.0023014818,Low Risk,No action required
1274,Kelly Group,NGO,Real Estate,Medium,CA,0,0,0,0,0,0.5,28,52931.72,1890.418571428572,0,0,0,3,0,12,CA,5.0,Medium,1,1,0.9941624,Critical,Compliance team intervention
1275,Reid and Sons,Individual,Tech,Low,AE,0,0,0,0,0,0.0,24,39251.87,1635.4945833333334,1,0,0,1,0,12,AE,2.0,Low,1,0,0.9975199,Critical,Compliance team intervention
1276,Roberts LLC,Individual,Energy/Oil,High,SG,0,0,0,0,1,0.0,24,255786.66,10657.7775,0,0,0,3,0,12,SG,1.5,Low,0,2,0.0045436006,Low Risk,No action required
1277,Baird PLC,Financial Institution,Real Estate,Medium,DE,0,0,0,0,0,0.0,28,60818.75,2172.098214285714,0,0,0,0,0,12,DE,0.0,Low,0,1,0.003727555,Low Risk,No action required
1278,Clark-Sullivan,NGO,Tech,Low,SY,0,0,0,1,0,0.0,22,49613.12,2255.1418181818185,0,0,0,0,0,8,SY,2.0,Low,0,0,0.0047365623,Low Risk,No action required
1279,"Cook, Green and Bartlett",Corporate,Casino/Gambling,High,JP,0,0,0,0,0,0.5,30,81593.03,2719.767666666666,0,0,1,2,0,11,JP,6.5,High,1,2,0.9885118,Critical,Compliance team intervention
1280,Lloyd PLC,Corporate,Casino/Gambling,High,RU,0,0,0,1,0,1.0,27,197362.09000000003,7309.707037037038,0,0,0,2,0,10,RU,12.0,Critical,1,2,0.99597174,Critical,Compliance team intervention
1281,Flores-Aguilar,Individual,Energy/Oil,High,FR,0,0,0,0,1,0.0,26,160856.47,6186.787307692308,0,0,0,1,0,11,FR,1.5,Low,0,2,0.0031752083,Low Risk,No action required
1282,Perez-Harmon,Individual,Retail,Low,CA,0,0,0,0,0,0.0,27,43609.33,1615.1603703703704,0,0,0,0,0,11,CA,0.0,Low,0,0,0.0018188321,Low Risk,No action required
1283,"Fowler, Smith and Bishop",NGO,Defense/Arms,High,VE,0,1,0,1,1,0.0,28,377581.33,13485.0475,21,8,0,2,0,8,VE,48.5,Critical,1,2,0.9978574,Critical,Compliance team intervention
1284,Fuller LLC,Individual,NGO/Charity,High,AE,0,0,0,0,0,0.0,23,149206.76,6487.250434782609,1,0,0,1,0,11,AE,2.0,Low,1,2,0.99803704,Critical,Compliance team intervention
